timestamp,temperature,co2_level,energy_kwh,humidity,occupancy_count,light_level,building_id,room_id
2023-01-01 00:00:00,22.996714153011233,853.5369921112455,21.559497799739006,47.911417906861274,6,451.50701243457854,Building_A,Room101
2023-01-01 01:00:00,22.361735698828817,725.2296874981485,21.871849092074466,47.41981700089468,2,301.0462150868092,Building_A,Room102
2023-01-01 02:00:00,23.14768853810069,1122.1261782552406,25.060225423997927,49.56366574821047,3,452.5055098786206,Building_A,Room201
2023-01-01 03:00:00,24.023029856408026,756.2998367230472,27.71826953038954,42.82180233560324,4,381.5322748349687,Building_A,Room202
2023-01-01 04:00:00,22.265846625276666,874.1390542590709,26.26252473842494,43.41432795955272,3,451.87722610179907,Building_A,Room101
2023-01-01 05:00:00,22.26586304305082,925.8758478867635,26.64684326742005,52.35667880120995,2,357.95646915506404,Building_A,Room102
2023-01-01 06:00:00,24.07921281550739,784.4388147751229,31.027373028524515,50.37718832853353,4,306.03157279787666,Building_A,Room201
2023-01-01 07:00:00,23.26743472915291,842.4309830813,30.01390496105212,48.92190138330534,5,106.94246911285958,Building_A,Room202
2023-01-01 08:00:00,22.03052561406505,863.4875147107009,28.865204919557407,47.39382382321469,2,314.20404860980034,Building_A,Room101
2023-01-01 09:00:00,23.042560043585965,844.9362621559319,30.87803420636361,36.317343630803606,0,52.5784589458373,Building_A,Room102
2023-01-01 10:00:00,22.036582307187537,839.5523037917046,29.728628812452175,47.279047062446644,4,296.49811178266765,Building_A,Room201
2023-01-01 11:00:00,22.03427024642974,711.3582607350706,30.048303723344834,43.96332105782539,2,373.80556318399226,Building_A,Room202
2023-01-01 12:00:00,22.741962271566035,858.8152660884203,31.11294067868551,50.55732336913488,3,412.6867507813199,Building_A,Room101
2023-01-01 13:00:00,20.5867197553422,817.9637460692504,27.6970717991878,43.37374407757181,2,224.29471647497786,Building_A,Room102
2023-01-01 14:00:00,20.775082167486968,788.5477981345543,27.7900244724131,30.85346402520058,4,228.34766712594876,Building_A,Room201
2023-01-01 15:00:00,21.937712470759028,796.0949161853407,29.122765933977085,47.66970273484303,2,460.61284301770297,Building_A,Room202
2023-01-01 16:00:00,21.487168879665575,812.892591156792,27.21606560613772,43.598681442787104,2,319.49691645903795,Building_A,Room101
2023-01-01 17:00:00,22.814247332595272,787.2997505417546,28.452188039983156,44.013358477530936,1,349.52014779832155,Building_A,Room102
2023-01-01 18:00:00,21.59197592447879,782.2543681213176,26.08425268818682,45.05613008825591,3,426.4705983855454,Building_A,Room201
2023-01-01 19:00:00,21.08769629866471,751.1156722302633,24.23223117231916,51.601993224302866,0,371.99049212757313,Building_A,Room202
2023-01-01 20:00:00,23.965648768921554,825.5084368581591,26.9342280803461,56.046746271946716,3,236.29633530191967,Building_A,Room101
2023-01-01 21:00:00,22.274223699513463,791.921344140055,23.25545870945469,45.23476943201309,0,249.94325290136186,Building_A,Room102
2023-01-01 22:00:00,22.567528204687925,760.3547237679696,22.55560372145121,40.48364591013119,4,224.91409166254542,Building_A,Room201
2023-01-01 23:00:00,21.075251813786544,804.8886337710185,19.219140213555782,33.04424866397376,5,553.9167459042196,Building_A,Room202
